survived,pclass,wspd,lfwa,tprc,sibsp,fare,parch
1,3.0,42.0,64.0,26.15,0.0,32.11631225868726,0.0
1,1.0,28.0,56.0,81.65,0.0,26.55,0.0
1,2.0,42.0,84.0,80.0,1.0,26.0,0.0
0,3.0,17.0,34.0,23.375,0.0,7.125,0.0
0,1.0,50.0,100.0,169.7,1.0,55.9,0.0
1,1.0,24.0,28.0,362.0,1.0,120.0,2.0
0,3.0,21.0,42.0,105.125,2.0,34.375,2.0
1,2.0,224.0,48.0,58.25,2.0,18.75,3.0
0,1.0,74.0,128.0,791.0,1.0,263.0,4.0
0,2.0,31.0,62.0,33.5,0.0,10.5,0.0
1,2.0,45.0,90.0,80.75,1.0,26.25,1.0
0,3.0,20.0,40.0,30.5,0.0,9.5,0.36084452975047987
0,3.0,25.0,50.0,25.325000000000003,1.0,7.775,0.0
1,2.0,28.0,56.0,41.0,0.0,13.0,0.0
1,3.0,64.71582346609257,60.02368137782562,26.3375,0.0,8.1125,0.0
1,1.0,204.0,8.0,247.5749,0.0,81.8583,2.0
1,2.0,13.0,26.0,60.5,0.0,19.5,1.0
1,1.0,234.0,68.0,81.65,0.0,26.55,0.0
1,3.0,205.0,10.0,59.7749,2.0,19.2583,1.0
1,1.0,62.0,104.0,93.5,0.0,30.5,0.0
0,2.0,36.0,72.0,85.25,1.0,27.75,0.36084452975047987
0,3.0,64.71582346609257,60.02368137782562,61.9001,1.0,19.9667,0.0
0,1.0,30.0,60.0,85.25,0.0,27.75,0.0
1,2.2959086584205517,59.0,98.0,269.31260000000003,1.0,89.1042,0.0
1,3.0,29.0,58.0,25.6874,0.0,7.8958,0.0
0,1.0,65.0,130.0,81.65,0.0,26.55,0.0
1,1.0,64.71582346609257,60.02368137782562,157.58749999999998,1.0,32.11631225868726,0.0
1,2.2959086584205517,50.0,100.0,33.5,0.5134099616858238,10.5,0.36084452975047987
0,3.0,64.71582346609257,60.02368137782562,25.25,0.5134099616858238,7.75,0.0
1,2.2959086584205517,48.0,96.0,81.65,0.5134099616858238,26.55,0.0
0,3.0,234.0,68.0,26.15,0.5134099616858238,8.05,0.0
0,1.0,247.0,94.0,117.5,0.0,32.11631225868726,0.0
0,2.0,48.0,96.0,41.0,0.0,13.0,0.0
0,3.0,38.0,76.0,23.15,0.5134099616858238,7.05,0.0
0,1.0,256.0,112.0,81.65,0.0,26.55,0.0
0,2.2959086584205517,64.71582346609257,60.02368137782562,25.175,0.0,7.725,0.0
1,3.0,10.75,1.5,59.7749,2.0,19.2583,1.0
0,3.0,48.0,76.0,27.9875,0.0,8.6625,0.0
1,2.0,33.0,66.0,85.25,1.0,27.75,2.0
1,2.0,23.0,46.0,43.3751,0.0,13.7917,0.0
0,2.2959086584205517,22.0,44.0,31.512500000000003,0.0,9.8375,0.0
0,1.0,64.71582346609257,60.02368137782562,158.0,0.0,52.0,0.0
0,2.0,34.0,68.0,65.0,1.0,32.11631225868726,0.0
0,3.0,29.0,58.0,23.1374,1.0,7.0458,0.0
0,3.0,22.0,44.0,24.5624,0.0,7.5208,0.36084452975047987
1,2.2959086584205517,2.0,4.0,38.8625,0.0,12.2875,1.0
0,3.0,9.0,18.0,142.7,5.0,46.9,2.0
0,3.0,50.0,100.0,26.15,0.0,8.05,0.0
1,3.0,263.0,126.0,30.762500000000003,0.0,32.11631225868726,0.0
1,1.0,25.0,50.0,275.2376,0.5134099616858238,91.0792,0.0
0,2.2959086584205517,64.71582346609257,60.02368137782562,78.4001,3.0,25.4667,1.0
1,1.0,235.0,70.0,272.0,1.0,90.0,0.0
0,1.0,58.0,116.0,91.1,0.0,32.11631225868726,0.0
0,3.0,30.0,60.0,26.15,0.0,8.05,0.0
1,2.2959086584205517,19.0,18.0,49.7,1.0,15.9,1.0
0,3.0,31.0,42.0,23.75,0.0,7.25,0.0
0,1.0,65.0,110.0,93.5,0.0,30.5,0.0
0,1.0,81.0,142.0,150.5126,0.0,49.5042,0.36084452975047987
0,3.0,31.0,42.0,26.15,0.0,8.05,0.0
0,3.0,64.71582346609257,60.02368137782562,45.3749,0.0,14.4583,0.0
1,1.0,54.0,108.0,236.8001,1.0,78.2667,0.0
0,3.0,64.71582346609257,60.02368137782562,47.3,0.0,15.1,0.0
0,1.0,35.0,50.0,456.65,1.0,151.55,2.0
0,3.0,34.0,48.0,25.3874,0.0,7.7958,0.0
0,3.0,221.0,42.0,25.25,0.0,7.75,0.0
0,3.0,64.71582346609257,60.02368137782562,24.8876,0.0,7.6292,0.0
0,3.0,47.0,74.0,30.762500000000003,0.5134099616858238,32.11631225868726,0.0
1,1.0,16.0,32.0,261.5,0.0,86.5,0.0
0,1.0,18.0,36.0,328.70000000000005,1.0,108.9,0.0
1,2.0,43.0,66.0,80.0,0.0,26.0,2.0
1,1.0,64.71582346609257,60.02368137782562,81.65,0.0,26.55,0.0
0,3.0,228.0,56.0,69.57499999999999,0.0,22.525,0.0
1,3.0,26.0,52.0,171.4874,0.0,32.11631225868726,0.0
1,3.0,29.0,58.0,25.25,0.5134099616858238,7.75,0.0
1,2.2959086584205517,36.0,72.0,80.86250000000001,0.0,26.2875,0.0
1,1.0,54.0,108.0,180.2,1.0,59.4,0.0
0,3.0,24.0,48.0,24.4874,0.0,7.4958,0.0
0,1.0,57.0,94.0,104.0624,0.0,34.0208,0.0
1,2.0,34.0,68.0,33.5,0.0,10.5,0.0
0,3.0,64.71582346609257,60.02368137782562,74.44999999999999,0.0,24.15,0.36084452975047987
1,2.0,36.0,72.0,80.0,1.0,26.0,0.36084452975047987
0,3.0,32.0,64.0,25.6874,0.5134099616858238,7.8958,0.0
1,1.0,30.0,60.0,282.5,0.5134099616858238,93.5,0.0
1,1.0,54.0,88.0,175.9376,0.0,57.9792,1.0
0,3.0,64.71582346609257,60.02368137782562,23.6876,0.0,7.2292,0.0
0,3.0,240.5,81.0,25.25,0.0,7.75,0.0
1,2.0,50.0,100.0,33.5,0.0,10.5,0.0
0,1.0,64.71582346609257,60.02368137782562,667.3376000000001,0.0,221.7792,0.36084452975047987
0,2.2959086584205517,49.0,78.0,25.775,0.0,7.925,0.0
0,2.0,33.0,46.0,36.5,2.0,11.5,1.0
1,2.0,202.0,4.0,80.0,1.0,26.0,1.0
0,3.0,17.0,34.0,23.6876,1.0,7.2292,1.0
1,3.0,64.71582346609257,60.02368137782562,69.0749,0.5134099616858238,22.3583,2.0
0,3.0,230.0,60.0,27.9875,0.0,8.6625,0.0
1,2.0,207.0,14.0,80.75,0.0,26.25,2.0
0,1.0,45.0,90.0,81.65,0.0,26.55,0.0
1,2.2959086584205517,30.0,60.0,321.275,0.0,106.425,0.0
0,3.0,64.71582346609257,60.02368137782562,45.5,0.0,14.5,0.0
1,1.0,22.0,44.0,150.5,0.0,49.5,2.0
1,2.2959086584205517,36.0,72.0,215.0,0.5134099616858238,71.0,2.0
0,3.0,9.0,18.0,95.825,4.0,32.11631225868726,2.0
0,3.0,11.0,22.0,95.825,4.0,31.275,0.36084452975047987
1,2.2959086584205517,32.0,64.0,80.0,1.0,26.0,0.0
0,1.0,250.0,100.0,321.275,1.0,106.425,0.0
0,1.0,64.0,128.0,80.0,0.0,26.0,0.0
1,2.0,19.0,38.0,80.0,1.0,26.0,0.0
1,2.0,64.71582346609257,60.02368137782562,43.587500000000006,0.0,13.8625,0.36084452975047987
0,3.0,33.0,66.0,63.575,0.5134099616858238,20.525,0.36084452975047987
1,2.0,18.0,16.0,112.25,1.0,32.11631225868726,1.0
1,1.0,17.0,34.0,334.6499,0.0,110.8833,2.0
0,2.0,27.0,54.0,80.0,0.0,26.0,0.0
0,3.0,64.71582346609257,60.02368137782562,25.4876,0.0,7.8292,0.36084452975047987
1,3.0,222.0,44.0,23.675,0.0,7.225,0.0
1,2.2959086584205517,22.0,44.0,25.325000000000003,0.5134099616858238,7.775,0.0
0,1.0,62.0,124.0,81.65,0.0,26.55,0.0
1,1.0,48.0,96.0,120.8,1.0,32.11631225868726,0.0
0,1.0,64.71582346609257,60.02368137782562,684.575,0.5134099616858238,227.525,0.0
1,1.0,39.0,78.0,240.95,1.0,79.65,1.0
1,3.0,36.0,72.0,54.2,1.0,17.4,0.0
0,2.2959086584205517,64.71582346609257,60.02368137782562,25.25,0.0,7.75,0.0
0,3.0,40.0,80.0,25.6874,0.0,7.8958,0.0
0,2.0,38.0,56.0,42.5,0.0,13.5,0.0
0,3.0,24.0,48.0,74.44999999999999,2.0,24.15,0.0
0,3.0,219.0,38.0,25.6874,0.0,7.8958,0.0
0,2.2959086584205517,29.0,58.0,65.225,0.0,21.075,4.0
1,3.0,232.0,64.0,25.5626,0.0,32.11631225868726,0.0
1,2.0,62.0,124.0,33.5,0.0,32.11631225868726,0.0
1,1.0,53.0,106.0,156.4376,2.0,51.4792,0.0
1,1.0,36.0,72.0,81.1625,0.0,26.3875,0.0
0,3.0,16.0,32.0,26.15,0.0,8.05,0.0
0,3.0,219.0,38.0,45.5,0.5134099616858238,14.5,0.0
1,2.0,234.0,68.0,41.0,0.0,13.0,0.0
1,1.0,39.0,78.0,169.7,1.0,55.9,0.0
0,3.0,64.71582346609257,60.02368137782562,45.3749,1.0,14.4583,0.0
1,3.0,32.0,64.0,25.775,0.0,7.925,0.0
1,2.0,25.0,50.0,92.0,1.0,30.0,1.0
1,2.2959086584205517,49.0,78.0,334.6499,1.0,110.8833,1.0
0,2.0,54.0,108.0,80.0,0.0,26.0,0.0
0,1.0,36.0,72.0,122.375,0.0,40.125,0.0
0,3.0,64.71582346609257,60.02368137782562,28.137500000000003,0.0,8.7125,0.0
1,1.0,18.0,36.0,240.95,0.0,79.65,0.36084452975047987
0,2.0,47.0,94.0,47.0,0.0,15.0,0.0
1,1.0,60.0,120.0,239.6,1.0,79.2,0.36084452975047987
0,3.0,222.0,44.0,26.15,0.0,8.05,0.0
0,3.0,35.0,70.0,23.375,0.0,7.125,0.0
1,1.0,52.0,104.0,236.8001,1.0,78.2667,0.0
0,3.0,57.0,94.0,23.75,0.0,32.11631225868726,0.0
0,3.0,64.71582346609257,60.02368137782562,25.25,0.0,7.75,2.0
0,2.0,37.0,74.0,80.0,1.0,32.11631225868726,0.0
0,3.0,36.0,72.0,74.44999999999999,1.0,24.15,1.0
1,2.0,64.71582346609257,60.02368137782562,101.0,0.0,33.0,0.0
0,3.0,249.0,98.0,2.0,0.0,32.11631225868726,0.0
1,1.0,249.0,98.0,172.7876,1.0,56.9292,0.0
1,2.0,24.0,48.0,83.0,2.0,27.0,1.0
0,1.0,64.71582346609257,60.02368137782562,129.2,0.0,42.4,0.0
0,3.0,44.0,88.0,26.15,0.0,8.05,0.0
1,1.0,35.0,70.0,81.65,0.0,26.55,0.0
0,3.0,36.0,72.0,48.650000000000006,1.0,15.55,0.0
0,3.0,30.0,60.0,25.6874,0.0,7.8958,0.0
1,1.0,27.0,54.0,93.5,0.5134099616858238,30.5,0.0
1,2.0,222.0,44.0,126.7376,1.0,41.5792,2.0
1,1.0,40.0,80.0,462.3875000000001,0.0,153.4625,0.0
0,3.0,49.0,78.0,95.825,1.0,31.275,5.0
0,3.0,64.71582346609257,60.02368137782562,23.15,0.0,7.05,0.36084452975047987
0,3.0,45.0,70.0,26.15,0.0,8.05,0.0
1,2.0,24.0,48.0,197.0,1.0,65.0,2.0
0,3.0,234.0,68.0,45.2,0.5134099616858238,32.11631225868726,1.0
0,2.2959086584205517,26.0,52.0,50.3,1.0,16.1,0.36084452975047987
1,2.0,4.0,8.0,119.0,2.0,32.11631225868726,1.0
0,2.0,36.0,52.0,33.5,0.0,10.5,0.0
0,3.0,27.0,54.0,45.3626,1.0,14.4542,0.0
1,1.0,42.0,84.0,159.6626,1.0,52.5542,0.0
1,3.0,220.0,40.0,49.2251,1.0,15.7417,1.0
0,3.0,31.0,42.0,25.5626,0.0,7.8542,0.0
0,2.2959086584205517,31.0,42.0,50.3,0.0,16.1,0.0
0,1.0,61.0,122.0,98.9624,0.0,32.11631225868726,0.36084452975047987
0,2.0,57.0,114.0,39.05,0.0,12.35,0.0
1,1.0,221.0,42.0,235.8749,0.0,77.9583,0.36084452975047987
0,3.0,226.0,52.0,25.6874,0.0,7.8958,0.36084452975047987
0,3.0,64.71582346609257,60.02368137782562,25.1999,0.0,32.11631225868726,0.0
1,1.0,80.0,160.0,92.0,0.0,30.0,0.0
0,3.0,61.0,102.0,23.1626,0.0,7.0542,0.0
1,1.0,32.0,64.0,93.5,0.0,30.5,0.0
0,1.0,64.71582346609257,60.02368137782562,2.0,0.0,32.11631225868726,0.0
0,3.0,9.0,18.0,85.69999999999999,3.0,32.11631225868726,0.36084452975047987
1,2.0,228.0,56.0,41.0,0.0,13.0,0.0
0,3.0,232.0,64.0,25.775,0.0,7.925,0.0
0,2.0,41.0,62.0,80.75,1.0,26.25,1.0
0,2.2959086584205517,41.0,82.0,121.0625,0.0,39.6875,5.0
0,3.0,64.71582346609257,60.02368137782562,50.3,1.0,16.1,0.36084452975047987
0,3.0,20.0,40.0,25.5626,0.0,7.8542,0.0
0,3.0,2.0,4.0,85.69999999999999,3.0,32.11631225868726,2.0
1,3.0,64.71582346609257,60.02368137782562,171.4874,0.0,56.4958,0.0
1,3.0,0.75,1.5,59.7749,2.0,19.2583,1.0
1,1.0,248.0,96.0,232.18760000000003,1.0,76.7292,0.0
0,3.0,19.0,38.0,25.6874,0.0,7.8958,0.0
1,1.0,56.0,112.0,108.5,0.0,35.5,0.0
0,3.0,64.71582346609257,60.02368137782562,24.65,0.0,7.55,0.0
1,3.0,23.0,46.0,24.65,0.0,7.55,0.0
1,2.0,218.0,36.0,71.0,0.0,23.0,1.0
0,3.0,221.0,42.0,27.2999,0.0,8.4333,0.0
1,3.0,64.71582346609257,60.02368137782562,25.4876,0.0,7.8292,0.0
0,3.0,18.0,36.0,22.25,0.0,6.75,0.36084452975047987
0,2.0,224.0,48.0,222.5,2.0,73.5,0.0
0,3.0,232.0,64.0,48.5,1.0,15.5,1.0
0,2.0,23.0,46.0,41.0,0.0,13.0,0.0
0,1.0,58.0,116.0,341.82500000000005,0.0,32.11631225868726,2.0
1,1.0,50.0,100.0,402.9500000000001,2.0,133.65,0.0
0,3.0,50.0,80.0,23.675,0.0,7.225,0.0
0,1.0,47.0,94.0,78.76249999999999,0.0,25.5875,0.0
0,3.0,36.0,72.0,24.4874,0.5134099616858238,7.4958,0.0
1,3.0,20.0,40.0,25.775,0.5134099616858238,7.925,0.0
0,2.0,32.0,64.0,222.5,2.0,73.5,0.0
0,2.2959086584205517,25.0,50.0,41.0,0.0,13.0,0.0
0,3.0,64.71582346609257,60.02368137782562,25.325000000000003,0.0,7.775,0.0
0,3.0,243.0,86.0,26.15,0.0,8.05,0.0
1,1.0,64.71582346609257,60.02368137782562,158.0,1.0,52.0,0.0
1,2.0,40.0,80.0,119.0,1.0,39.0,1.0
0,1.0,31.0,62.0,158.0,1.0,52.0,0.0
0,2.0,70.0,140.0,33.5,0.0,10.5,0.0
1,2.2959086584205517,231.0,62.0,41.0,0.5134099616858238,13.0,0.0
0,3.0,18.0,36.0,25.325000000000003,0.0,32.11631225868726,0.0
0,3.0,224.5,49.0,26.15,0.0,8.05,0.0
1,3.0,18.0,36.0,31.5251,0.0,9.8417,0.0
0,2.2959086584205517,53.0,86.0,142.7,1.0,46.9,6.0
1,1.0,36.0,72.0,1538.9876,0.0,512.3292,1.0
0,3.0,64.71582346609257,60.02368137782562,26.4125,0.0,8.1375,0.0
1,1.0,27.0,54.0,232.18760000000003,0.0,76.7292,0.0
0,3.0,220.0,40.0,29.675,0.5134099616858238,9.225,0.0
0,3.0,14.0,28.0,142.7,5.0,46.9,2.0
0,2.0,60.0,120.0,119.0,1.0,39.0,1.0
0,2.0,25.0,50.0,126.7376,0.5134099616858238,41.5792,2.0
0,3.0,214.0,28.0,121.0625,0.5134099616858238,39.6875,1.0
0,3.0,19.0,38.0,32.5124,0.0,32.11631225868726,0.36084452975047987
0,3.0,218.0,36.0,25.3874,0.0,7.7958,0.0
1,1.0,25.0,30.0,636.0125,0.0,32.11631225868726,1.0
1,2.2959086584205517,41.0,62.0,173.0,1.0,57.0,0.0
1,2.2959086584205517,204.0,8.0,42.2501,0.0,13.4167,1.0
0,3.0,25.0,50.0,23.675,0.0,7.225,0.0
0,1.0,60.0,120.0,81.65,0.0,26.55,0.0
0,2.0,62.0,104.0,42.5,0.0,13.5,0.0
0,3.0,54.0,88.0,26.15,0.0,8.05,0.0
1,3.0,64.71582346609257,60.02368137782562,25.1999,0.0,7.7333,0.0
0,1.0,49.0,98.0,334.6499,0.5134099616858238,32.11631225868726,1.0
0,3.0,52.0,84.0,24.950000000000003,0.0,7.65,0.0
1,1.0,18.0,36.0,684.575,1.0,227.525,0.0
1,1.0,35.0,70.0,80.86250000000001,0.0,26.2875,0.0
0,3.0,18.0,36.0,45.3626,0.0,14.4542,1.0
0,3.0,35.0,50.0,25.2251,0.0,7.7417,0.0
0,3.0,26.0,52.0,25.5626,1.0,7.8542,0.0
0,2.0,239.0,78.0,80.0,0.0,26.0,0.0
1,2.0,245.0,90.0,42.5,0.0,13.5,0.0
1,1.0,42.0,84.0,80.86250000000001,0.0,32.11631225868726,0.0
1,1.0,22.0,44.0,456.65,0.0,151.55,0.0
1,1.0,24.0,48.0,150.5126,0.0,49.5042,0.0
0,1.0,64.71582346609257,60.02368137782562,81.65,0.0,26.55,0.0
1,1.0,48.0,96.0,158.0,1.0,52.0,0.0
0,3.0,39.0,58.0,30.4499,0.0,9.4833,0.0
0,2.0,52.0,104.0,41.0,0.0,13.0,0.0
0,3.0,29.0,38.0,24.950000000000003,0.0,7.65,0.0
1,1.0,238.0,76.0,684.575,0.0,227.525,0.0
1,2.0,27.0,54.0,33.5,0.5134099616858238,10.5,0.0
0,3.0,64.71582346609257,60.02368137782562,48.5,0.0,15.5,0.0
0,3.0,43.0,66.0,25.325000000000003,0.0,7.775,0.36084452975047987
1,2.0,6.0,12.0,101.0,0.0,33.0,1.0
0,3.0,17.0,34.0,23.1626,1.0,7.0542,0.0
0,2.0,34.0,68.0,41.0,0.0,13.0,0.0
0,2.0,50.0,100.0,41.0,0.0,32.11631225868726,0.0
1,1.0,227.0,54.0,161.3,1.0,53.1,0.0
0,3.0,20.0,40.0,27.9875,0.0,8.6625,0.0
1,2.0,30.0,60.0,65.0,0.5134099616858238,32.11631225868726,0.0
1,3.0,64.71582346609257,60.02368137782562,25.2125,0.0,7.7375,0.0
0,2.0,225.0,50.0,80.0,1.0,26.0,0.0
0,3.0,25.0,50.0,25.775,1.0,7.925,0.0
1,1.0,229.0,58.0,636.0125,0.0,211.3375,0.0
0,3.0,11.0,22.0,58.3625,0.0,18.7875,0.0
0,2.0,33.0,46.0,41.0,0.5134099616858238,13.0,0.0
0,2.0,223.0,46.0,41.0,0.0,32.11631225868726,0.0
0,3.0,38.5,57.0,50.3,0.0,16.1,0.36084452975047987
0,2.2959086584205517,48.0,96.0,105.125,1.0,34.375,3.0
1,1.0,35.0,70.0,1538.9876,0.0,32.11631225868726,0.0
1,1.0,64.71582346609257,60.02368137782562,92.0,0.0,30.0,0.0
0,2.2959086584205517,46.0,72.0,238.55,1.0,78.85,0.0
1,1.0,21.0,42.0,789.125,2.0,262.375,2.0
0,3.0,24.0,48.0,50.3,1.0,32.11631225868726,0.0
1,3.0,41.0,62.0,25.775,0.0,7.925,0.0
0,2.2959086584205517,70.0,140.0,215.0,1.0,71.0,1.0
0,3.0,16.0,32.0,62.75,1.0,20.25,1.0
1,2.0,30.0,60.0,41.0,0.0,13.0,0.36084452975047987
0,1.0,19.0,38.0,161.3,1.0,53.1,0.0
0,3.0,31.0,62.0,25.25,0.0,7.75,0.0
1,2.0,4.0,8.0,71.0,1.0,23.0,1.0
1,3.0,6.0,12.0,39.425,0.0,12.475,1.0
0,2.2959086584205517,33.0,66.0,30.5,0.0,9.5,0.0
0,2.2959086584205517,23.0,46.0,25.6874,0.5134099616858238,7.8958,0.0
1,2.0,58.0,96.0,197.0,1.0,65.0,2.0
1,2.2959086584205517,0.67,1.34,45.5,1.0,14.5,1.0
0,2.2959086584205517,28.0,56.0,25.3874,0.0,7.7958,0.0
0,2.2959086584205517,28.0,36.0,36.5,0.0,11.5,0.0
0,3.0,44.0,68.0,26.15,0.0,8.05,0.0
1,1.0,33.0,66.0,261.5,0.0,86.5,0.36084452975047987
0,3.0,241.0,82.0,23.375,0.0,7.125,0.0
1,3.0,20.0,40.0,23.6876,0.0,7.2292,0.36084452975047987
1,1.0,36.0,72.0,362.0,1.0,120.0,2.0
0,3.0,16.0,32.0,25.325000000000003,0.5134099616858238,7.775,0.36084452975047987
1,1.0,251.0,102.0,235.8749,1.0,77.9583,0.36084452975047987
0,1.0,64.71582346609257,60.02368137782562,120.8,0.0,39.6,0.36084452975047987
0,3.0,230.5,61.0,25.25,0.0,7.75,0.0
0,3.0,64.71582346609257,60.02368137782562,74.44999999999999,1.0,24.15,0.0
0,3.0,32.0,64.0,27.0875,0.0,8.3625,0.0
0,3.0,24.0,48.0,30.5,0.0,9.5,0.0
0,3.0,48.0,96.0,25.5626,0.0,32.11631225868726,0.0
0,2.0,57.0,114.0,33.5,0.0,10.5,0.0
1,2.0,254.0,108.0,71.0,1.0,23.0,0.36084452975047987
0,3.0,18.0,36.0,25.25,0.0,7.75,0.0
0,3.0,64.71582346609257,60.02368137782562,25.25,0.0,7.75,0.0
1,3.0,5.0,10.0,39.425,0.0,12.475,0.0
0,3.0,64.71582346609257,60.02368137782562,25.2125,0.0,7.7375,0.0
1,1.0,43.0,86.0,636.0125,0.0,211.3375,0.36084452975047987
1,3.0,13.0,26.0,23.6876,0.0,7.2292,0.0
1,1.0,17.0,34.0,173.0,1.0,57.0,0.0
0,1.0,29.0,58.0,92.0,0.0,30.0,0.0
0,3.0,64.71582346609257,60.02368137782562,72.35,1.0,23.45,2.0
0,3.0,225.0,50.0,23.15,0.0,32.11631225868726,0.0
0,3.0,25.0,50.0,23.75,0.0,7.25,0.0
1,2.2959086584205517,28.0,36.0,24.4874,0.0,7.4958,0.0
0,3.0,8.0,16.0,89.375,4.0,32.11631225868726,0.36084452975047987
1,3.0,201.0,2.0,63.725,0.5134099616858238,20.575,2.0
0,1.0,46.0,92.0,239.6,0.0,79.2,0.0
0,2.0,26.0,32.0,80.0,0.5134099616858238,26.0,0.0
0,3.0,64.71582346609257,60.02368137782562,210.65,8.0,69.55,2.0
0,1.0,64.71582346609257,60.02368137782562,94.0874,0.0,30.6958,0.0
0,3.0,25.0,50.0,25.6874,0.0,7.8958,0.0
0,2.0,39.0,78.0,41.0,0.0,32.11631225868726,0.0
1,2.2959086584205517,59.0,98.0,79.7876,0.0,25.9292,0.0
1,3.0,31.0,62.0,28.0499,0.0,8.6833,0.0
0,3.0,30.0,60.0,23.6876,0.0,7.2292,0.0
0,3.0,30.0,60.0,74.44999999999999,1.0,24.15,1.0
0,2.0,34.0,68.0,41.0,0.0,13.0,0.36084452975047987
1,2.0,31.0,62.0,80.75,1.0,26.25,0.36084452975047987
1,1.0,11.0,22.0,362.0,1.0,120.0,2.0
1,3.0,10.42,0.84,27.5501,0.0,8.5167,0.36084452975047987
1,3.0,27.0,54.0,22.925,0.0,6.975,0.0
0,3.0,31.0,62.0,25.325000000000003,0.0,7.775,0.0
0,2.2959086584205517,39.0,78.0,2.0,0.5134099616858238,0.0,0.0
0,3.0,218.0,36.0,25.325000000000003,0.0,7.775,0.0
0,2.0,39.0,78.0,41.0,0.0,13.0,0.0
1,1.0,33.0,66.0,161.3,1.0,53.1,0.0
0,3.0,26.0,52.0,25.6625,0.0,7.8875,0.0
0,3.0,39.0,78.0,74.44999999999999,0.0,24.15,0.0
0,2.0,35.0,70.0,33.5,0.0,10.5,0.0
0,3.0,16.0,12.0,95.825,0.5134099616858238,31.275,2.0
0,3.0,30.5,61.0,26.15,0.0,8.05,0.0
0,2.2959086584205517,64.71582346609257,60.02368137782562,2.0,0.0,0.0,0.0
0,3.0,23.0,46.0,25.775,0.0,7.925,0.0
0,2.0,31.0,62.0,113.0126,1.0,37.0042,1.0
0,3.0,43.0,86.0,21.35,0.0,6.45,0.0
0,3.0,10.0,20.0,85.69999999999999,3.0,27.9,2.0
1,1.0,52.0,104.0,282.5,1.0,93.5,1.0
1,3.0,27.0,54.0,27.9875,0.0,8.6625,0.0
0,1.0,238.0,76.0,2.0,0.0,0.0,0.0
1,3.0,37.0,54.0,39.425,0.0,12.475,0.36084452975047987
0,3.0,2.0,4.0,121.0625,4.0,39.6875,1.0
0,3.0,64.71582346609257,60.02368137782562,22.85,0.5134099616858238,6.95,0.36084452975047987
0,2.2959086584205517,64.71582346609257,60.02368137782562,171.4874,0.0,56.4958,0.0
1,2.0,201.0,2.0,113.0126,0.0,37.0042,2.0
1,3.0,64.71582346609257,60.02368137782562,25.25,0.0,7.75,0.0
1,1.0,62.0,124.0,242.0,0.0,80.0,0.36084452975047987
1,2.2959086584205517,15.0,30.0,45.3626,1.0,14.4542,0.0
1,2.0,0.83,1.66,58.25,0.5134099616858238,18.75,1.0
0,3.0,223.0,46.0,25.5626,0.0,7.8542,0.0
0,3.0,18.0,36.0,26.9,0.0,8.3,0.0
1,1.0,39.0,78.0,251.4749,1.0,83.1583,1.0
0,3.0,21.0,42.0,27.9875,0.0,8.6625,0.0
1,3.0,32.0,64.0,171.4874,0.0,32.11631225868726,0.36084452975047987
1,2.2959086584205517,64.71582346609257,60.02368137782562,91.1,0.0,29.7,0.0
0,3.0,30.0,40.0,25.775,0.0,7.925,0.0
0,2.0,26.0,32.0,33.5,0.0,10.5,0.36084452975047987
1,1.0,30.0,60.0,95.0,0.0,31.0,0.36084452975047987
0,3.0,34.5,69.0,21.3125,0.0,32.11631225868726,0.0
0,3.0,27.0,34.0,27.9875,0.0,8.6625,0.36084452975047987
0,3.0,52.0,84.0,24.65,0.0,7.55,0.36084452975047987
0,2.2959086584205517,64.71582346609257,60.02368137782562,210.65,8.0,69.55,2.0
0,3.0,35.0,70.0,25.6874,0.0,32.11631225868726,0.0
0,2.0,28.0,56.0,101.0,0.0,33.0,1.0
1,1.0,64.71582346609257,60.02368137782562,269.31260000000003,1.0,89.1042,0.0
0,3.0,4.0,8.0,95.825,4.0,31.275,2.0
0,3.0,84.0,148.0,25.325000000000003,0.0,7.775,0.36084452975047987
0,3.0,9.0,18.0,47.7374,1.0,15.2458,1.0
1,1.0,16.0,32.0,120.2,0.0,39.4,1.0
0,2.0,44.0,88.0,80.0,1.0,26.0,0.36084452975047987
1,3.0,218.0,36.0,30.05,0.0,9.35,1.0
1,1.0,45.0,90.0,496.6001,1.0,164.8667,1.0
1,1.0,251.0,102.0,81.65,0.0,26.55,0.0
1,3.0,24.0,48.0,59.7749,0.5134099616858238,19.2583,3.0
0,3.0,41.0,82.0,44.3249,2.0,14.1083,0.0
0,2.0,21.0,42.0,36.5,1.0,11.5,0.0
1,1.0,48.0,96.0,79.7876,0.5134099616858238,25.9292,0.0
0,2.0,224.0,48.0,41.0,0.0,13.0,0.0
1,2.0,52.0,84.0,41.0,0.0,13.0,0.0
1,2.0,27.0,54.0,43.5749,1.0,13.8583,0.0
0,2.2959086584205517,31.0,62.0,153.4874,0.0,50.4958,0.0
0,3.0,64.71582346609257,60.02368137782562,30.5,0.0,9.5,0.0
1,2.2959086584205517,4.0,8.0,35.3999,1.0,11.1333,1.0
0,3.0,26.0,52.0,25.6874,0.0,7.8958,0.0
1,1.0,47.0,94.0,159.6626,1.0,52.5542,1.0
0,1.0,33.0,66.0,17.0,0.0,5.0,0.36084452975047987
0,3.0,57.0,94.0,29.0,0.0,9.0,0.0
1,2.0,28.0,56.0,74.0,1.0,24.0,0.0
1,3.0,15.0,30.0,23.675,0.0,7.225,0.0
